"sales_person","country","product","sale_date","amount","boxes_shipped","amount_numeric","sale_date_actual"
"Kelci Walkden","USA","White Choc","07/03/2022","$9,422.00",22,9422.0,"2022-03-07"
"Kaine Padly","Canada","50% Dark Bites","04/03/2022","$8,687.00",100,8687.0,"2022-03-04"
"Karlen McCaffrey","Canada","Organic Choco Syrup","15/07/2022","$2,415.00",312,2415.0,"2022-07-15"
"Kaine Padly","UK","Peanut Butter Cubes","11/05/2022","$6,272.00",86,6272.0,"2022-05-11"
"Karlen McCaffrey","USA","Milk Bars","27/01/2022","$4,389.00",7,4389.0,"2022-01-27"
"Karlen McCaffrey","India","Orange Choco","27/06/2022","$3,122.00",149,3122.0,"2022-06-27"
"Ches Bonnell","India","Smooth Sliky Salty","03/08/2022","$8,043.00",18,8043.0,"2022-08-03"
"Wilone O'Kielt","New Zealand","Mint Chip Choco","19/08/2022","$11,662.00",242,11662.0,"2022-08-19"
"Wilone O'Kielt","Australia","Fruit & Nut Bars","15/06/2022","$392.00",102,392.0,"2022-06-15"
"Dennison Crosswaite","UK","Peanut Butter Cubes","07/02/2022","$8,925.00",158,8925.0,"2022-02-07"
"Karlen McCaffrey","Australia","Almond Choco","08/07/2022","$7,294.00",128,7294.0,"2022-07-08"
"Dennison Crosswaite","India","Milk Bars","21/04/2022","$1,526.00",96,1526.0,"2022-04-21"
"Ches Bonnell","UK","Mint Chip Choco","08/04/2022","$2,688.00",209,2688.0,"2022-04-08"
"Husein Augar","Australia","50% Dark Bites","19/08/2022","$14,889.00",52,14889.0,"2022-08-19"
"Jan Morforth","India","Fruit & Nut Bars","04/05/2022","$2,912.00",55,2912.0,"2022-05-04"
"Mallorie Waber","USA","85% Dark Bars","11/05/2022","$2,632.00",108,2632.0,"2022-05-11"
"Mallorie Waber","USA","Eclairs","22/03/2022","$6,328.00",51,6328.0,"2022-03-22"
"Dennison Crosswaite","Canada","Spicy Special Slims","10/08/2022","$2,527.00",216,2527.0,"2022-08-10"
"Dennison Crosswaite","USA","Fruit & Nut Bars","04/05/2022","$1,414.00",318,1414.0,"2022-05-04"
"Kelci Walkden","USA","99% Dark & Pure","18/08/2022","$7,714.00",238,7714.0,"2022-08-18"
"Dotty Strutley","Canada","Raspberry Choco","03/08/2022","$4,347.00",238,4347.0,"2022-08-03"
"Marney O'Breen","New Zealand","Milk Bars","14/01/2022","$7,490.00",315,7490.0,"2022-01-14"
"Madelene Upcott","Australia","Choco Coated Almonds","08/04/2022","$2,058.00",72,2058.0,"2022-04-08"
"Kelci Walkden","UK","Orange Choco","01/08/2022","$3,640.00",3,3640.0,"2022-08-01"
"Dennison Crosswaite","Canada","Eclairs","15/03/2022","$455.00",45,455.0,"2022-03-15"
"Karlen McCaffrey","India","Mint Chip Choco","15/07/2022","$10,990.00",184,10990.0,"2022-07-15"
"Barr Faughny","New Zealand","Almond Choco","13/01/2022","$5,558.00",127,5558.0,"2022-01-13"
"Mallorie Waber","Australia","85% Dark Bars","26/08/2022","$2,541.00",53,2541.0,"2022-08-26"
"Ches Bonnell","Canada","Eclairs","10/01/2022","$1,876.00",172,1876.0,"2022-01-10"
"Gigi Bohling","Australia","White Choc","11/05/2022","$5,523.00",87,5523.0,"2022-05-11"
"Beverie Moffet","New Zealand","85% Dark Bars","30/08/2022","$11,200.00",22,11200.0,"2022-08-30"
"Kaine Padly","USA","Caramel Stuffed Bars","21/07/2022","$5,593.00",122,5593.0,"2022-07-21"
"Mallorie Waber","Australia","Almond Choco","01/08/2022","$7,882.00",125,7882.0,"2022-08-01"
"Brien Boise","Canada","85% Dark Bars","17/02/2022","$10,241.00",259,10241.0,"2022-02-17"
"Brien Boise","Australia","Drinking Coco","27/07/2022","$6,832.00",156,6832.0,"2022-07-27"
"Dotty Strutley","USA","Orange Choco","23/02/2022","$1,379.00",107,1379.0,"2022-02-23"
"Rafaelita Blaksland","Australia","50% Dark Bites","22/03/2022","$3,010.00",40,3010.0,"2022-03-22"
"Dennison Crosswaite","India","99% Dark & Pure","23/06/2022","$6,888.00",311,6888.0,"2022-06-23"
"Curtice Advani","UK","White Choc","01/02/2022","$1,540.00",73,1540.0,"2022-02-01"
"Kelci Walkden","Australia","After Nines","02/03/2022","$6,916.00",288,6916.0,"2022-03-02"
"Gigi Bohling","UK","Fruit & Nut Bars","06/04/2022","$1,232.00",86,1232.0,"2022-04-06"
"Gunar Cockshoot","Australia","Raspberry Choco","17/03/2022","$602.00",72,602.0,"2022-03-17"
"Curtice Advani","UK","Fruit & Nut Bars","24/06/2022","$10,927.00",136,10927.0,"2022-06-24"
"Barr Faughny","Canada","50% Dark Bites","19/07/2022","$10,185.00",303,10185.0,"2022-07-19"
"Curtice Advani","USA","Spicy Special Slims","11/07/2022","$1,603.00",264,1603.0,"2022-07-11"
"Brien Boise","India","Almond Choco","13/01/2022","$2,170.00",218,2170.0,"2022-01-13"
"Oby Sorrel","New Zealand","Smooth Sliky Salty","07/07/2022","$8,673.00",60,8673.0,"2022-07-07"
"Jan Morforth","India","85% Dark Bars","25/05/2022","$4,760.00",418,4760.0,"2022-05-25"
"Marney O'Breen","India","Fruit & Nut Bars","13/04/2022","$4,753.00",151,4753.0,"2022-04-13"
"Andria Kimpton","New Zealand","50% Dark Bites","02/03/2022","$3,374.00",202,3374.0,"2022-03-02"
"Gunar Cockshoot","Canada","Raspberry Choco","23/06/2022","$2,058.00",126,2058.0,"2022-06-23"
"Kelci Walkden","USA","Drinking Coco","26/07/2022","$6,454.00",160,6454.0,"2022-07-26"
"Van Tuxwell","Canada","White Choc","22/03/2022","$420.00",3,420.0,"2022-03-22"
"Rafaelita Blaksland","USA","Baker's Choco Chips","09/06/2022","$2,863.00",58,2863.0,"2022-06-09"
"Van Tuxwell","Australia","Caramel Stuffed Bars","17/05/2022","$5,936.00",59,5936.0,"2022-05-17"
"Ches Bonnell","New Zealand","Peanut Butter Cubes","04/03/2022","$889.00",273,889.0,"2022-03-04"
"Kelci Walkden","Canada","Milk Bars","07/07/2022","$16,016.00",28,16016.0,"2022-07-07"
"Dennison Crosswaite","Canada","Choco Coated Almonds","13/01/2022","$10,479.00",118,10479.0,"2022-01-13"
"Curtice Advani","Australia","Almond Choco","13/07/2022","$2,912.00",75,2912.0,"2022-07-13"
"Madelene Upcott","Australia","85% Dark Bars","16/06/2022","$1,575.00",329,1575.0,"2022-06-16"
"Gigi Bohling","UK","50% Dark Bites","18/07/2022","$8,197.00",69,8197.0,"2022-07-18"
"Ches Bonnell","UK","Manuka Honey Choco","30/05/2022","$4,221.00",395,4221.0,"2022-05-30"
"Gigi Bohling","UK","70% Dark Bites","21/06/2022","$840.00",81,840.0,"2022-06-21"
"Jehu Rudeforth","Australia","Peanut Butter Cubes","24/06/2022","$5,691.00",38,5691.0,"2022-06-24"
"Marney O'Breen","India","Eclairs","13/01/2022","$3,472.00",96,3472.0,"2022-01-13"
"Curtice Advani","Canada","Fruit & Nut Bars","04/04/2022","$4,193.00",195,4193.0,"2022-04-04"
"Kaine Padly","UK","Smooth Sliky Salty","08/06/2022","$9,016.00",554,9016.0,"2022-06-08"
"Karlen McCaffrey","Canada","Spicy Special Slims","02/08/2022","$6,328.00",47,6328.0,"2022-08-02"
"Kelci Walkden","USA","Organic Choco Syrup","21/07/2022","$9,870.00",152,9870.0,"2022-07-21"
"Curtice Advani","India","Spicy Special Slims","20/06/2022","$161.00",134,161.0,"2022-06-20"
"Roddy Speechley","India","After Nines","22/06/2022","$2,576.00",112,2576.0,"2022-06-22"
"Camilla Castle","Australia","Caramel Stuffed Bars","02/05/2022","$3,178.00",16,3178.0,"2022-05-02"
"Curtice Advani","Australia","99% Dark & Pure","07/01/2022","$4,676.00",84,4676.0,"2022-01-07"
"Mallorie Waber","UK","50% Dark Bites","21/02/2022","$5,502.00",99,5502.0,"2022-02-21"
"Ches Bonnell","Canada","Baker's Choco Chips","21/03/2022","$7,462.00",371,7462.0,"2022-03-21"
"Van Tuxwell","UK","Drinking Coco","04/04/2022","$5,803.00",136,5803.0,"2022-04-04"
"Gunar Cockshoot","Canada","Fruit & Nut Bars","24/03/2022","$13,888.00",203,13888.0,"2022-03-24"
"Gunar Cockshoot","New Zealand","Spicy Special Slims","28/06/2022","$6,867.00",183,6867.0,"2022-06-28"
"Gunar Cockshoot","Australia","Drinking Coco","14/01/2022","$2,317.00",195,2317.0,"2022-01-14"
"Karlen McCaffrey","New Zealand","Fruit & Nut Bars","07/02/2022","$1,218.00",135,1218.0,"2022-02-07"
"Dennison Crosswaite","New Zealand","Drinking Coco","11/01/2022","$4,109.00",197,4109.0,"2022-01-11"
"Jehu Rudeforth","India","99% Dark & Pure","25/02/2022","$1,953.00",242,1953.0,"2022-02-25"
"Dotty Strutley","Australia","Mint Chip Choco","01/08/2022","$6,790.00",25,6790.0,"2022-08-01"
"Roddy Speechley","Australia","Mint Chip Choco","05/05/2022","$6,797.00",252,6797.0,"2022-05-05"
"Madelene Upcott","New Zealand","Raspberry Choco","18/05/2022","$9,226.00",415,9226.0,"2022-05-18"
"Dotty Strutley","New Zealand","Choco Coated Almonds","04/01/2022","$5,733.00",348,5733.0,"2022-01-04"
"Roddy Speechley","New Zealand","50% Dark Bites","09/05/2022","$4,312.00",211,4312.0,"2022-05-09"
"Rafaelita Blaksland","India","Smooth Sliky Salty","06/05/2022","$1,638.00",81,1638.0,"2022-05-06"
"Husein Augar","UK","White Choc","13/01/2022","$10,815.00",145,10815.0,"2022-01-13"
"Roddy Speechley","Australia","Almond Choco","24/06/2022","$4,466.00",74,4466.0,"2022-06-24"
"Van Tuxwell","USA","Caramel Stuffed Bars","14/02/2022","$987.00",21,987.0,"2022-02-14"
"Camilla Castle","Australia","99% Dark & Pure","18/01/2022","$4,669.00",101,4669.0,"2022-01-18"
"Kaine Padly","India","Milk Bars","02/05/2022","$2,905.00",91,2905.0,"2022-05-02"
"Ches Bonnell","Australia","Smooth Sliky Salty","16/05/2022","$7,490.00",54,7490.0,"2022-05-16"
"Mallorie Waber","USA","Almond Choco","28/01/2022","$6,986.00",368,6986.0,"2022-01-28"
"Kaine Padly","Canada","99% Dark & Pure","24/06/2022","$1,288.00",409,1288.0,"2022-06-24"
"Oby Sorrel","UK","After Nines","18/07/2022","$2,345.00",104,2345.0,"2022-07-18"
"Gunar Cockshoot","UK","Eclairs","13/04/2022","$3,619.00",164,3619.0,"2022-04-13"
"Dotty Strutley","USA","Caramel Stuffed Bars","15/04/2022","$16,982.00",76,16982.0,"2022-04-15"
"Jan Morforth","India","Peanut Butter Cubes","04/01/2022","$8,092.00",178,8092.0,"2022-01-04"
"Husein Augar","Australia","Eclairs","04/07/2022","$6,993.00",31,6993.0,"2022-07-04"
"Beverie Moffet","USA","Smooth Sliky Salty","24/03/2022","$2,317.00",352,2317.0,"2022-03-24"
"Camilla Castle","Australia","Manuka Honey Choco","17/03/2022","$637.00",169,637.0,"2022-03-17"
"Oby Sorrel","Australia","Almond Choco","15/02/2022","$6,034.00",223,6034.0,"2022-02-15"
"Jan Morforth","USA","Orange Choco","29/06/2022","$980.00",146,980.0,"2022-06-29"
"Gigi Bohling","USA","Fruit & Nut Bars","24/05/2022","$2,821.00",112,2821.0,"2022-05-24"
"Mallorie Waber","UK","Milk Bars","10/01/2022","$3,563.00",284,3563.0,"2022-01-10"
"Curtice Advani","USA","Raspberry Choco","15/03/2022","$2,996.00",139,2996.0,"2022-03-15"
"Marney O'Breen","Canada","Milk Bars","08/02/2022","$2,436.00",309,2436.0,"2022-02-08"
"Brien Boise","India","Caramel Stuffed Bars","25/02/2022","$1,540.00",100,1540.0,"2022-02-25"
"Gunar Cockshoot","USA","Eclairs","03/05/2022","$6,916.00",42,6916.0,"2022-05-03"
"Roddy Speechley","USA","Fruit & Nut Bars","14/06/2022","$5,509.00",24,5509.0,"2022-06-14"
"Gunar Cockshoot","India","50% Dark Bites","09/08/2022","$12,992.00",83,12992.0,"2022-08-09"
"Wilone O'Kielt","New Zealand","Manuka Honey Choco","11/07/2022","$3,724.00",234,3724.0,"2022-07-11"
"Kaine Padly","UK","Manuka Honey Choco","14/01/2022","$7,133.00",118,7133.0,"2022-01-14"
"Van Tuxwell","Canada","Manuka Honey Choco","24/02/2022","$8,617.00",46,8617.0,"2022-02-24"
"Wilone O'Kielt","New Zealand","Almond Choco","15/03/2022","$9,198.00",144,9198.0,"2022-03-15"
"Oby Sorrel","New Zealand","Baker's Choco Chips","25/04/2022","$11,823.00",47,11823.0,"2022-04-25"
"Dennison Crosswaite","Australia","Organic Choco Syrup","10/05/2022","$5,775.00",41,5775.0,"2022-05-10"
"Marney O'Breen","Australia","Spicy Special Slims","23/06/2022","$13,125.00",275,13125.0,"2022-06-23"
"Beverie Moffet","Canada","Smooth Sliky Salty","28/02/2022","$14,287.00",370,14287.0,"2022-02-28"
"Brien Boise","USA","Organic Choco Syrup","25/05/2022","$16,233.00",138,16233.0,"2022-05-25"
"Roddy Speechley","New Zealand","Baker's Choco Chips","22/02/2022","$5,313.00",215,5313.0,"2022-02-22"
"Van Tuxwell","UK","85% Dark Bars","11/07/2022","$3,577.00",134,3577.0,"2022-07-11"
"Marney O'Breen","Canada","Spicy Special Slims","03/01/2022","$3,528.00",336,3528.0,"2022-01-03"
"Rafaelita Blaksland","New Zealand","70% Dark Bites","24/08/2022","$679.00",280,679.0,"2022-08-24"
"Beverie Moffet","USA","50% Dark Bites","28/07/2022","$2,450.00",352,2450.0,"2022-07-28"
"Brien Boise","USA","Mint Chip Choco","25/05/2022","$10,577.00",150,10577.0,"2022-05-25"
"Karlen McCaffrey","New Zealand","Eclairs","06/05/2022","$2,597.00",177,2597.0,"2022-05-06"
"Barr Faughny","India","Drinking Coco","28/01/2022","$2,219.00",142,2219.0,"2022-01-28"
"Marney O'Breen","UK","Orange Choco","06/06/2022","$11,319.00",12,11319.0,"2022-06-06"
"Brien Boise","New Zealand","Baker's Choco Chips","12/07/2022","$5,978.00",24,5978.0,"2022-07-12"
"Ches Bonnell","Canada","Spicy Special Slims","05/08/2022","$5,327.00",183,5327.0,"2022-08-05"
"Brien Boise","USA","Orange Choco","28/01/2022","$6,020.00",147,6020.0,"2022-01-28"
"Kaine Padly","India","Spicy Special Slims","31/08/2022","$5,614.00",137,5614.0,"2022-08-31"
"Mallorie Waber","USA","50% Dark Bites","19/04/2022","$1,736.00",13,1736.0,"2022-04-19"
"Mallorie Waber","UK","Mint Chip Choco","29/06/2022","$6,384.00",2,6384.0,"2022-06-29"
"Beverie Moffet","India","Choco Coated Almonds","24/02/2022","$3,577.00",261,3577.0,"2022-02-24"
"Madelene Upcott","UK","Smooth Sliky Salty","04/03/2022","$14,539.00",84,14539.0,"2022-03-04"
"Gigi Bohling","India","Eclairs","21/06/2022","$3,493.00",68,3493.0,"2022-06-21"
"Rafaelita Blaksland","Australia","Organic Choco Syrup","26/01/2022","$994.00",105,994.0,"2022-01-26"
"Oby Sorrel","New Zealand","White Choc","10/06/2022","$4,361.00",40,4361.0,"2022-06-10"
"Andria Kimpton","UK","Drinking Coco","23/05/2022","$1,554.00",65,1554.0,"2022-05-23"
"Kelci Walkden","India","Milk Bars","15/04/2022","$966.00",107,966.0,"2022-04-15"
"Karlen McCaffrey","New Zealand","Caramel Stuffed Bars","31/01/2022","$5,334.00",227,5334.0,"2022-01-31"
"Andria Kimpton","New Zealand","Organic Choco Syrup","04/03/2022","$4,935.00",39,4935.0,"2022-03-04"
"Barr Faughny","New Zealand","After Nines","19/04/2022","$10,024.00",84,10024.0,"2022-04-19"
"Beverie Moffet","UK","Almond Choco","16/05/2022","$2,506.00",100,2506.0,"2022-05-16"
"Oby Sorrel","Australia","Raspberry Choco","17/02/2022","$1,043.00",120,1043.0,"2022-02-17"
"Dennison Crosswaite","USA","Raspberry Choco","18/01/2022","$6,524.00",257,6524.0,"2022-01-18"
"Roddy Speechley","Canada","Orange Choco","09/02/2022","$8,148.00",85,8148.0,"2022-02-09"
"Mallorie Waber","Canada","Orange Choco","23/03/2022","$3,577.00",178,3577.0,"2022-03-23"
"Madelene Upcott","New Zealand","Caramel Stuffed Bars","01/02/2022","$3,374.00",151,3374.0,"2022-02-01"
"Mallorie Waber","India","Drinking Coco","07/03/2022","$3,948.00",142,3948.0,"2022-03-07"
"Ches Bonnell","UK","White Choc","03/01/2022","$3,269.00",226,3269.0,"2022-01-03"
"Ches Bonnell","USA","White Choc","11/02/2022","$5,271.00",341,5271.0,"2022-02-11"
"Dennison Crosswaite","New Zealand","Orange Choco","16/03/2022","$4,571.00",140,4571.0,"2022-03-16"
"Dotty Strutley","India","White Choc","15/08/2022","$12,327.00",330,12327.0,"2022-08-15"
"Gigi Bohling","India","Manuka Honey Choco","12/05/2022","$4,935.00",73,4935.0,"2022-05-12"
"Van Tuxwell","India","Spicy Special Slims","11/04/2022","$6,167.00",4,6167.0,"2022-04-11"
"Jan Morforth","New Zealand","Mint Chip Choco","30/06/2022","$18,340.00",285,18340.0,"2022-06-30"
"Dotty Strutley","New Zealand","White Choc","15/06/2022","$7,014.00",60,7014.0,"2022-06-15"
"Rafaelita Blaksland","Canada","Caramel Stuffed Bars","01/08/2022","$7,119.00",101,7119.0,"2022-08-01"
"Kaine Padly","USA","Milk Bars","15/06/2022","$15,491.00",58,15491.0,"2022-06-15"
"Brien Boise","India","After Nines","16/06/2022","$5,747.00",45,5747.0,"2022-06-16"
"Oby Sorrel","New Zealand","Raspberry Choco","13/05/2022","$4,550.00",281,4550.0,"2022-05-13"
"Dennison Crosswaite","USA","Drinking Coco","10/05/2022","$2,191.00",138,2191.0,"2022-05-10"
"Oby Sorrel","India","Eclairs","25/08/2022","$5,663.00",322,5663.0,"2022-08-25"
"Ches Bonnell","New Zealand","Organic Choco Syrup","15/07/2022","$7,623.00",85,7623.0,"2022-07-15"
"Gigi Bohling","UK","Baker's Choco Chips","16/05/2022","$9,023.00",409,9023.0,"2022-05-16"
"Jan Morforth","Australia","50% Dark Bites","14/06/2022","$3,402.00",182,3402.0,"2022-06-14"
"Beverie Moffet","Australia","Smooth Sliky Salty","25/01/2022","$10,507.00",467,10507.0,"2022-01-25"
"Ches Bonnell","USA","Organic Choco Syrup","28/07/2022","$7,721.00",14,7721.0,"2022-07-28"
"Brien Boise","Canada","Mint Chip Choco","28/01/2022","$5,033.00",178,5033.0,"2022-01-28"
"Kaine Padly","UK","Orange Choco","29/06/2022","$1,960.00",191,1960.0,"2022-06-29"
"Karlen McCaffrey","Australia","70% Dark Bites","24/06/2022","$238.00",317,238.0,"2022-06-24"
"Gunar Cockshoot","Canada","Mint Chip Choco","01/07/2022","$7,756.00",410,7756.0,"2022-07-01"
"Roddy Speechley","USA","Peanut Butter Cubes","25/02/2022","$1,736.00",137,1736.0,"2022-02-25"
"Curtice Advani","Canada","Smooth Sliky Salty","01/08/2022","$2,660.00",12,2660.0,"2022-08-01"
"Oby Sorrel","Australia","Milk Bars","21/06/2022","$7,672.00",254,7672.0,"2022-06-21"
"Camilla Castle","New Zealand","Spicy Special Slims","25/01/2022","$11,564.00",24,11564.0,"2022-01-25"
"Gigi Bohling","UK","Milk Bars","17/05/2022","$1,365.00",232,1365.0,"2022-05-17"
"Andria Kimpton","Australia","85% Dark Bars","23/08/2022","$4,186.00",233,4186.0,"2022-08-23"
"Camilla Castle","Australia","Smooth Sliky Salty","03/03/2022","$7,406.00",118,7406.0,"2022-03-03"
"Roddy Speechley","India","Caramel Stuffed Bars","30/05/2022","$8,911.00",543,8911.0,"2022-05-30"
"Karlen McCaffrey","USA","Drinking Coco","29/06/2022","$112.00",223,112.0,"2022-06-29"
"Andria Kimpton","Canada","Organic Choco Syrup","04/01/2022","$8,204.00",204,8204.0,"2022-01-04"
"Jehu Rudeforth","Australia","Drinking Coco","14/01/2022","$2,611.00",65,2611.0,"2022-01-14"
"Karlen McCaffrey","USA","Mint Chip Choco","15/02/2022","$15,652.00",53,15652.0,"2022-02-15"
"Curtice Advani","New Zealand","Spicy Special Slims","10/01/2022","$4,074.00",469,4074.0,"2022-01-10"
"Madelene Upcott","USA","White Choc","04/05/2022","$12,250.00",213,12250.0,"2022-05-04"
"Andria Kimpton","USA","Spicy Special Slims","23/05/2022","$2,366.00",5,2366.0,"2022-05-23"
"Barr Faughny","New Zealand","Fruit & Nut Bars","26/04/2022","$1,687.00",147,1687.0,"2022-04-26"
"Oby Sorrel","Canada","Organic Choco Syrup","05/07/2022","$1,232.00",74,1232.0,"2022-07-05"
"Madelene Upcott","UK","Organic Choco Syrup","21/07/2022","$6,965.00",163,6965.0,"2022-07-21"
"Dotty Strutley","USA","Mint Chip Choco","21/02/2022","$5,292.00",248,5292.0,"2022-02-21"
"Kelci Walkden","USA","Orange Choco","03/02/2022","$1,379.00",138,1379.0,"2022-02-03"
"Gigi Bohling","Australia","Caramel Stuffed Bars","08/07/2022","$8,001.00",151,8001.0,"2022-07-08"
"Mallorie Waber","India","50% Dark Bites","31/05/2022","$588.00",139,588.0,"2022-05-31"
"Van Tuxwell","New Zealand","Mint Chip Choco","27/06/2022","$4,046.00",103,4046.0,"2022-06-27"
"Van Tuxwell","India","50% Dark Bites","13/05/2022","$5,103.00",129,5103.0,"2022-05-13"
"Van Tuxwell","USA","Manuka Honey Choco","31/05/2022","$2,317.00",102,2317.0,"2022-05-31"
"Wilone O'Kielt","USA","Orange Choco","28/02/2022","$7,042.00",37,7042.0,"2022-02-28"
"Barr Faughny","New Zealand","Eclairs","28/03/2022","$6,713.00",31,6713.0,"2022-03-28"
"Gigi Bohling","USA","After Nines","14/01/2022","$1,848.00",227,1848.0,"2022-01-14"
"Barr Faughny","New Zealand","Mint Chip Choco","21/02/2022","$6,440.00",145,6440.0,"2022-02-21"
"Dennison Crosswaite","Canada","85% Dark Bars","01/08/2022","$10,885.00",90,10885.0,"2022-08-01"
"Beverie Moffet","New Zealand","Smooth Sliky Salty","19/05/2022","$2,387.00",59,2387.0,"2022-05-19"
"Husein Augar","USA","White Choc","13/07/2022","$2,030.00",60,2030.0,"2022-07-13"
"Andria Kimpton","Australia","Peanut Butter Cubes","20/04/2022","$6,678.00",148,6678.0,"2022-04-20"
"Dennison Crosswaite","India","85% Dark Bars","30/06/2022","$4,515.00",22,4515.0,"2022-06-30"
"Curtice Advani","UK","50% Dark Bites","08/03/2022","$3,374.00",142,3374.0,"2022-03-08"
"Gunar Cockshoot","USA","Fruit & Nut Bars","09/03/2022","$5,852.00",93,5852.0,"2022-03-09"
"Oby Sorrel","Canada","Raspberry Choco","16/06/2022","$1,750.00",208,1750.0,"2022-06-16"
"Gigi Bohling","UK","Drinking Coco","30/06/2022","$5,782.00",42,5782.0,"2022-06-30"
"Kelci Walkden","India","Mint Chip Choco","28/07/2022","$2,870.00",120,2870.0,"2022-07-28"
"Karlen McCaffrey","Canada","Peanut Butter Cubes","12/08/2022","$3,094.00",159,3094.0,"2022-08-12"
"Barr Faughny","UK","Mint Chip Choco","07/07/2022","$3,724.00",316,3724.0,"2022-07-07"
"Barr Faughny","USA","85% Dark Bars","25/08/2022","$12,761.00",47,12761.0,"2022-08-25"
"Husein Augar","Canada","Eclairs","17/01/2022","$3,696.00",233,3696.0,"2022-01-17"
"Jan Morforth","Australia","70% Dark Bites","04/03/2022","$5,222.00",384,5222.0,"2022-03-04"
"Marney O'Breen","New Zealand","Fruit & Nut Bars","25/08/2022","$8,939.00",4,8939.0,"2022-08-25"
"Ches Bonnell","UK","Peanut Butter Cubes","15/04/2022","$2,156.00",260,2156.0,"2022-04-15"
"Kaine Padly","USA","Organic Choco Syrup","11/03/2022","$2,380.00",22,2380.0,"2022-03-11"
